,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
49,50,RL,60.0,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,1,BrkTil,3,3.0,1,1,0,1,0,1008,1008,GasA,4,Y,SBrkr,1008,0,514,1522,0.0,0.0,2,0,4,1,1,7,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,P,0,0,138,0,0,0,0,0,NA,0,6,2006,WD ,Normal,102000
50,70,RL,75.0,12000,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,3,275,1,0,429,704,GasA,4,Y,SBrkr,860,704,0,1564,0.0,0.0,1,1,3,1,0,7,Typ,1,4.0,Attchd,1941.0,1,1.0,234.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,Normal,174500
51,60,RL,74.0,10141,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,1,2,PConc,4,3.0,1,1,0,1,0,832,832,GasA,3,Y,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,1,7,Typ,1,3.0,Attchd,1998.0,3,2.0,427.0,3.0,3.0,Y,0,94,0,0,291,0,0,0,NA,0,12,2009,WD ,Normal,185000
52,50,RM,98.0,8820,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,1,2,BrkTil,3,3.0,1,2,1088,1,0,0,1088,GasA,2,Y,SBrkr,1188,561,120,1869,0.0,0.0,1,0,2,1,1,7,Typ,0,0.0,Detchd,1963.0,1,2.0,456.0,3.0,3.0,Y,48,0,244,0,0,0,0,1,NA,0,9,2009,WD ,Normal,124900
53,60,RL,68.62270742358079,8740,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,1,6,574,1,0,280,854,GasA,4,Y,SBrkr,864,1131,0,1995,0.0,0.0,2,1,4,1,2,8,Typ,1,4.0,BuiltIn,2002.0,3,2.0,435.0,3.0,3.0,Y,264,48,0,0,0,0,0,0,NA,0,7,2007,WD ,Normal,219500
54,20,RL,68.62270742358079,9156,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,1,2,CBlock,3,3.0,1,1,0,1,0,1489,1489,GasA,3,Y,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,2,7,Typ,1,4.0,Attchd,1968.0,2,2.0,462.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,8,2009,WD ,Normal,185750
55,60,RL,98.0,12203,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,2,2,PConc,4,3.0,1,6,854,1,0,371,1225,GasA,4,Y,SBrkr,1276,1336,0,2612,1.0,0.0,2,1,4,1,2,8,Typ,1,3.0,Attchd,1998.0,3,3.0,676.0,3.0,3.0,Y,250,0,0,0,0,0,0,0,NA,0,7,2009,WD ,Normal,336000
56,30,RM,61.0,8534,Pave,NA,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,BrkTil,2,3.0,1,1,0,1,0,432,432,GasA,2,N,FuseA,672,0,0,672,0.0,0.0,1,0,2,1,1,4,Min1,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,0,112,0,0,0,0,2,NA,0,6,2006,WD ,Normal,72000
57,20,RL,68.62270742358079,14585,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,1,2,CBlock,3,3.0,1,4,594,3,219,331,1144,GasA,4,Y,SBrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,2,7,Typ,2,4.0,Attchd,1960.0,1,2.0,572.0,3.0,3.0,Y,216,110,0,0,0,0,0,0,NA,0,6,2007,WD ,Normal,181900
58,20,RL,68.62270742358079,6718,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86.0,2,2,PConc,5,3.0,2,6,250,1,0,1017,1267,GasA,4,Y,SBrkr,1312,0,0,1312,0.0,0.0,2,0,2,1,2,5,Typ,0,0.0,Attchd,2001.0,1,2.0,471.0,3.0,3.0,Y,256,28,0,0,0,0,0,0,NA,0,1,2007,WD ,Normal,180500
59,50,RM,81.0,7308,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,0,1,BrkTil,3,3.0,1,3,360,1,0,576,936,GasA,3,N,FuseA,960,780,0,1740,0.0,0.0,1,0,2,1,3,6,Typ,1,4.0,Detchd,1920.0,1,1.0,225.0,2.0,2.0,N,0,0,236,0,0,0,0,0,NA,0,6,2008,WD ,Normal,122250
60,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,2,CBlock,3,3.0,1,1,0,1,0,1008,1008,GasA,3,Y,FuseA,1028,0,0,1028,0.0,0.0,1,0,2,1,1,5,Typ,1,4.0,Detchd,1927.0,1,2.0,360.0,3.0,3.0,Y,0,0,130,0,0,0,0,0,NA,0,3,2010,WD ,Normal,115000
61,20,FV,57.0,12853,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,PConc,5,,1,6,1032,1,0,610,1642,GasA,4,Y,SBrkr,1418,0,0,1418,1.0,0.0,1,1,1,1,2,6,Typ,1,4.0,Attchd,2010.0,2,3.0,852.0,3.0,3.0,Y,160,192,0,224,0,0,0,0,NA,0,4,2010,New,Partial,267916
62,120,RL,60.0,8147,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,230.0,2,2,PConc,5,3.0,4,6,1191,1,0,523,1714,GasA,4,Y,SBrkr,1714,0,0,1714,1.0,0.0,2,0,2,1,2,7,Typ,1,4.0,Attchd,2005.0,3,2.0,517.0,3.0,3.0,Y,156,55,0,0,0,0,0,0,NA,0,8,2006,WD ,Normal,318000
63,60,RL,68.62270742358079,7655,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,2,PConc,4,3.0,1,1,0,1,0,903,903,GasA,3,Y,SBrkr,910,732,0,1642,0.0,0.0,2,1,3,1,1,7,Typ,1,3.0,Attchd,1993.0,2,2.0,392.0,3.0,3.0,Y,290,84,0,0,0,0,0,0,NA,0,7,2007,WD ,Normal,168000
64,60,RL,72.0,16387,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,2,2,PConc,5,4.0,1,6,1369,1,0,369,1738,GasA,3,Y,SBrkr,1738,851,0,2589,1.0,0.0,2,1,4,1,3,11,Typ,1,4.0,Attchd,2006.0,2,3.0,831.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,8,2006,New,Partial,412083
65,160,RM,41.0,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,1,2,PConc,4,3.0,2,1,0,1,0,264,264,GasA,2,Y,SBrkr,616,688,0,1304,0.0,0.0,1,1,3,1,1,5,Typ,1,3.0,BuiltIn,1977.0,2,1.0,336.0,3.0,3.0,Y,141,0,0,0,0,0,0,0,NA,0,5,2006,WD ,Normal,104500
66,20,RL,80.0,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,1,2,CBlock,3,3.0,1,5,632,1,0,616,1248,GasA,4,Y,SBrkr,1248,0,0,1248,1.0,0.0,1,0,3,1,1,6,Typ,0,0.0,Attchd,1960.0,1,1.0,286.0,3.0,3.0,Y,0,0,0,0,0,0,0,3,NA,0,5,2006,WD ,Normal,151500
67,20,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,1,0,1,0,576,576,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Detchd,1952.0,2,1.0,528.0,3.0,3.0,Y,0,0,0,0,115,0,0,0,NA,0,8,2006,COD,Normal,105000
68,20,RL,76.0,10141,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,2,2,PConc,4,3.0,4,4,516,3,774,222,1512,GasA,4,Y,SBrkr,1512,0,0,1512,0.0,0.0,2,0,3,1,2,6,Typ,0,0.0,Attchd,2004.0,2,3.0,845.0,3.0,3.0,Y,210,36,0,0,0,0,0,0,NA,0,1,2009,WD ,Normal,203000
69,20,RL,50.0,5000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,0,1,CBlock,2,2.0,1,2,299,1,0,367,666,GasA,1,N,SBrkr,666,0,0,666,0.0,1.0,1,0,2,1,2,4,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,52,0,0,0,0,0,3,NA,0,4,2007,WD ,Normal,64500
70,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,1,2,CBlock,4,3.0,2,5,553,3,147,588,1288,GasA,2,Y,SBrkr,1336,0,0,1336,0.0,1.0,2,0,3,1,1,6,Typ,1,2.0,Attchd,1969.0,2,2.0,502.0,3.0,3.0,Y,312,11,0,0,0,0,0,0,Shed,650,8,2009,WD ,Normal,163000
71,20,RL,60.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,1,2,CBlock,4,3.0,1,4,442,1,0,625,1067,GasA,2,Y,SBrkr,1067,0,0,1067,0.0,0.0,2,0,2,1,2,4,Min2,0,0.0,Attchd,1996.0,1,2.0,436.0,3.0,3.0,Y,290,0,0,0,0,0,0,0,NA,0,2,2010,WD ,Normal,128000
72,20,RL,68.0,8814,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,2,2,PConc,4,3.0,1,6,925,1,0,349,1274,GasA,4,Y,SBrkr,1274,0,0,1274,1.0,0.0,2,0,3,1,2,6,Typ,0,0.0,Attchd,2005.0,2,2.0,508.0,3.0,3.0,Y,264,98,0,0,0,0,0,0,NA,0,1,2007,New,Partial,203000
73,50,RL,66.0,21780,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,1,2,PConc,3,2.0,1,1,0,1,0,817,817,GasA,3,Y,FuseF,940,610,0,1550,0.0,0.0,1,1,3,1,1,7,Min2,1,3.0,Detchd,1937.0,1,1.0,318.0,3.0,3.0,P,0,0,429,0,0,0,0,3,NA,0,9,2006,WD ,Normal,195000
74,20,RL,118.0,13704,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,2,2,PConc,4,3.0,1,1,0,1,0,1541,1541,GasA,4,Y,SBrkr,1541,0,0,1541,0.0,0.0,2,0,3,1,2,6,Typ,1,3.0,Attchd,2001.0,2,3.0,843.0,3.0,3.0,Y,468,81,0,0,0,0,0,0,NA,0,1,2006,WD ,Normal,205000
75,190,RM,56.0,7745,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,3,3.0,1,1,0,1,0,938,938,GasA,3,N,SBrkr,1084,867,0,1951,0.0,0.0,2,0,4,2,0,9,Typ,0,0.0,Detchd,1993.0,1,2.0,576.0,3.0,3.0,P,0,6,28,0,0,0,0,0,NA,0,4,2006,WD ,Normal,111500
76,20,RL,68.62270742358079,7980,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,3,PConc,4,3.0,1,5,935,1,0,233,1168,GasA,4,Y,SBrkr,1187,0,0,1187,1.0,0.0,2,0,3,1,1,6,Typ,0,0.0,Attchd,1992.0,3,2.0,420.0,3.0,3.0,Y,483,21,0,0,0,0,0,4,Shed,500,3,2010,WD ,Normal,185000
77,60,RL,68.62270742358079,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,2,2,PConc,4,3.0,1,1,0,1,0,1284,1284,GasA,4,Y,SBrkr,1284,885,0,2169,0.0,0.0,2,1,3,1,2,7,Typ,1,4.0,Attchd,2002.0,2,2.0,647.0,3.0,3.0,Y,192,87,0,0,0,0,0,0,NA,0,8,2007,WD ,Normal,228500
78,70,RL,55.0,10592,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,PConc,3,2.0,1,1,0,1,0,602,602,GasA,2,Y,SBrkr,900,602,0,1502,0.0,0.0,1,1,3,1,2,7,Typ,2,3.0,Detchd,1923.0,1,1.0,180.0,3.0,3.0,Y,96,0,112,0,53,0,0,0,NA,0,8,2007,WD ,Normal,165000
79,70,RL,69.0,4899,Pave,NA,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,PConc,3,3.0,1,4,305,1,0,450,755,GasA,4,Y,SBrkr,755,755,0,1510,0.0,0.0,1,0,3,1,1,6,Typ,0,0.0,Detchd,1920.0,1,1.0,216.0,3.0,3.0,Y,0,0,164,0,0,0,0,0,NA,0,6,2006,WD ,Normal,149000
80,20,RL,98.0,12704,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,302.0,2,2,PConc,5,3.0,1,6,1012,1,0,570,1582,GasA,4,Y,SBrkr,1582,0,0,1582,1.0,0.0,2,0,3,1,2,7,Typ,0,0.0,Attchd,2007.0,3,3.0,905.0,3.0,3.0,Y,209,95,0,0,0,0,0,0,NA,0,1,2008,New,Partial,317500
81,50,RM,51.0,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,BrkTil,3,3.0,1,5,351,1,0,405,756,GasA,3,Y,FuseA,903,378,0,1281,1.0,0.0,1,0,2,1,2,6,Typ,0,0.0,Detchd,1926.0,1,2.0,379.0,3.0,3.0,Y,25,0,0,0,0,0,0,0,NA,0,8,2007,WD ,Normal,132500
82,20,RL,64.0,6285,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,1,2,CBlock,4,3.0,1,2,138,3,351,405,894,GasA,2,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Detchd,1979.0,1,1.0,308.0,3.0,3.0,Y,192,0,0,0,0,0,0,0,NA,0,3,2007,WD ,Normal,120750
83,60,RL,68.62270742358079,13215,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,2,2,PConc,4,3.0,1,6,994,1,0,426,1420,GasA,4,Y,SBrkr,1426,488,0,1914,1.0,0.0,2,1,3,1,2,9,Typ,1,3.0,BuiltIn,2004.0,2,3.0,746.0,3.0,3.0,Y,168,127,0,0,0,0,0,0,NA,0,2,2006,WD ,Normal,279000
84,190,RL,79.0,6221,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,CBlock,3,2.0,1,2,533,1,0,195,728,GasA,4,Y,SBrkr,760,595,0,1355,0.0,0.0,2,0,3,1,1,5,Typ,0,0.0,Detchd,1966.0,1,2.0,528.0,3.0,3.0,Y,0,0,0,0,144,0,0,3,NA,0,10,2007,WD ,Normal,140000
85,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,BrkTil,3,3.0,1,1,0,1,0,656,656,GasA,2,Y,SBrkr,968,0,0,968,0.0,0.0,2,0,4,1,1,5,Typ,0,0.0,Detchd,1928.0,1,1.0,216.0,2.0,2.0,Y,0,0,0,0,0,0,0,0,NA,0,8,2007,WD ,Normal,64500
86,20,RL,63.0,8500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,2,2,PConc,4,3.0,3,1,0,1,0,1422,1422,GasA,4,Y,SBrkr,1422,0,0,1422,0.0,0.0,2,0,3,1,2,7,Typ,0,0.0,Attchd,2004.0,2,2.0,626.0,3.0,3.0,Y,192,60,0,0,0,0,0,0,NA,0,11,2007,WD ,Normal,179600
87,60,RL,85.0,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,2,CBlock,3,3.0,1,5,360,1,0,360,720,GasA,3,Y,SBrkr,720,720,0,1440,0.0,0.0,1,1,4,1,1,7,Typ,1,,Attchd,1964.0,3,2.0,480.0,3.0,3.0,Y,0,32,240,0,0,0,0,0,NA,0,7,2006,WD ,Normal,157500
88,20,RH,80.0,11622,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,CBlock,3,3.0,1,3,468,2,144,270,882,GasA,2,Y,SBrkr,896,0,0,896,0.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Attchd,1961.0,1,1.0,730.0,3.0,3.0,Y,140,0,0,0,120,0,0,3,NA,0,6,2010,WD ,Normal,105000
89,20,RL,74.0,9627,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,3,6,24,1,0,1327,1351,GasA,4,Y,SBrkr,1361,0,0,1361,0.0,0.0,2,0,3,1,2,6,Typ,0,0.0,Attchd,2007.0,2,2.0,610.0,3.0,3.0,Y,0,50,0,0,0,0,0,0,NA,0,6,2008,WD ,Normal,193000
90,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,0,1,PConc,3,2.0,1,1,0,1,0,536,536,GasA,4,N,FuseF,808,536,0,1344,0.0,0.0,2,0,3,2,1,8,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,42,0,204,0,0,0,0,0,NA,0,5,2008,WD ,Normal,82375
91,60,RL,70.0,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,3,1,0,1,0,784,784,GasA,4,Y,SBrkr,784,827,0,1611,0.0,0.0,2,1,3,1,2,6,Typ,0,0.0,Attchd,2005.0,2,2.0,572.0,3.0,3.0,Y,144,36,0,0,0,0,0,0,NA,0,3,2006,WD ,Normal,195800
92,60,RL,68.62270742358079,15295,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,2,2,PConc,4,3.0,2,6,762,1,0,98,860,GasA,4,Y,SBrkr,1212,780,0,1992,1.0,0.0,2,1,3,1,2,7,Min2,2,3.0,Attchd,1996.0,2,2.0,608.0,3.0,3.0,Y,225,32,0,0,0,0,0,0,NA,0,6,2007,WD ,Normal,211000
93,160,RL,68.0,13108,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,PConc,4,3.0,1,1,0,1,0,2062,2062,GasA,4,Y,SBrkr,2079,608,0,2687,0.0,0.0,2,1,4,1,2,9,Typ,0,0.0,Attchd,1994.0,3,2.0,618.0,3.0,3.0,Y,168,12,0,0,0,0,0,0,NA,0,12,2006,WD ,Normal,270000
94,50,RL,60.0,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,2,388,1,0,552,940,GasA,4,Y,SBrkr,1192,403,0,1595,0.0,0.0,1,0,2,1,1,6,Typ,2,4.0,Attchd,1940.0,1,1.0,240.0,3.0,3.0,Y,0,0,108,0,0,0,0,0,NA,0,6,2006,WD ,Normal,140000
95,190,C (all),50.0,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,0,1,CBlock,3,3.0,2,1,0,1,0,660,660,GasA,2,N,SBrkr,1060,336,0,1396,0.0,0.0,2,0,4,2,1,8,Min2,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,NA,0,10,2006,WD ,Abnorml,115000
96,90,RL,64.0,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,2,Slab,0,0.0,0,0,0,0,0,0,0,GasA,2,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,1,8,Typ,0,0.0,Attchd,1979.0,1,2.0,400.0,3.0,3.0,Y,0,0,0,0,0,0,0,4,NA,0,6,2009,WD ,Alloca,118858
97,60,RL,68.62270742358079,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,99.32947976878613,2,2,PConc,4,3.0,1,1,0,1,0,707,707,GasA,4,Y,SBrkr,707,707,0,1414,0.0,0.0,2,1,3,1,2,6,Typ,1,4.0,Attchd,2002.0,3,2.0,403.0,3.0,3.0,Y,100,35,0,0,0,0,0,0,NA,0,4,2008,WD ,Normal,176000
98,50,RM,68.62270742358079,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,1,CBlock,3,3.0,1,1,0,1,0,319,319,GasA,2,Y,FuseA,1035,371,0,1406,0.0,0.0,1,0,3,1,0,6,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,144,0,0,0,0,0,3,NA,0,3,2008,WD ,Normal,89500
99,20,RL,68.62270742358079,39384,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,1,2,CBlock,4,3.0,4,5,1110,1,0,595,1705,GasA,4,Y,SBrkr,1390,0,0,1390,1.0,0.0,1,1,1,1,3,4,Min1,2,4.0,Attchd,1957.0,1,2.0,550.0,3.0,3.0,Y,0,189,0,0,0,0,0,0,NA,0,10,2006,WD ,Abnorml,252000
