This file was created by CMPT_IND_RETS using the 201112 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
200207   2231.43   2373.24   1698.55   2321.47   2107.49
200208   2028.82   2139.63   1552.07   2268.84   1994.07
200209   2072.39   2124.37   1560.89   2288.67   2031.35
200210   1902.14   1953.04   1348.61   2175.28   1826.93
200211   1999.52   2024.79   1622.27   2305.88   1950.40
200212   2029.12   2123.57   1894.80   2419.33   2043.91
200301   1949.56   2107.05   1687.64   2330.13   1962.44
200302   1872.57   2045.15   1667.05   2334.98   1921.22
200303   1842.92   2024.77   1690.68   2335.06   1875.60
200304   1885.04   2062.67   1694.16   2330.66   1895.99
200305   2046.74   2156.05   1879.76   2433.94   2136.61
200306   2178.31   2299.48   2073.33   2552.72   2256.10
200307   2157.83   2335.26   2131.32   2794.22   2232.23
200308   2206.10   2364.55   2229.54   2822.91   2324.56
200309   2319.37   2468.95   2355.39   2743.69   2346.52
200310   2273.44   2425.44   2327.86   2753.87   2361.20
200311   2459.50   2562.58   2534.97   2770.53   2529.31
200312   2521.09   2610.16   2587.37   2819.49   2579.74
200401   2558.99   2837.99   2692.93   2985.35   2710.15
200402   2576.23   2846.53   2808.55   3092.77   2792.61
200403   2707.10   2930.44   2774.45   3120.50   2856.81
200404   2732.50   2934.63   2715.24   3009.67   2804.67
200405   2726.20   2943.70   2617.27   3127.46   2722.78
200406   2714.26   2977.33   2713.09   3129.63   2787.77
200407   2696.93   3111.17   2802.59   2842.91   2693.56
200408   2589.12   3081.32   2626.73   2682.46   2639.57
200409   2579.96   3112.32   2547.08   2720.72   2700.62
200410   2616.87   3241.20   2599.92   2685.60   2736.91
200411   2697.37   3253.54   2740.73   2623.43   2772.09
200412   2825.85   3474.58   2851.63   2645.68   2907.86
200501   2938.48   3538.97   2948.60   2805.84   3071.11
200502   2919.96   3553.52   2792.43   2690.60   3026.86
200503   2947.22   3881.09   2777.29   2753.38   3036.73
200504   2937.45   3821.22   2740.00   2742.66   2969.26
200505   2836.57   3681.84   2651.24   2861.41   2936.51
200506   2986.89   3768.88   2843.71   2907.93   3037.72
200507   2919.44   3678.44   2724.60   2728.23   3045.88
200508   3072.66   3863.30   2849.66   2847.31   3130.65
200509   2980.32   3926.51   2843.53   2852.91   3088.19
200510   2969.84   4023.18   2872.32   2823.59   3129.26
200511   2979.24   3779.89   2822.39   2753.52   3175.37
200512   3085.51   3881.19   2995.70   2805.02   3338.83
200601   3080.74   3926.73   2964.73   2886.34   3340.34
200602   3154.85   4230.95   3096.44   2967.88   3398.28
200603   3210.60   4111.03   3104.65   3000.01   3440.21
200604   3275.32   4168.60   3207.52   2938.10   3509.06
200605   3275.87   4337.52   3182.26   2896.83   3593.80
200606   3257.63   4220.43   3020.44   2834.83   3488.53
200607   3065.88   4173.12   2973.53   2622.90   3313.20
200608   3032.35   4187.02   2917.99   2732.82   3294.68
200609   3125.52   4191.61   3105.50   2791.10   3356.14
200610   3234.07   4177.51   3249.18   2838.03   3460.65
200611   3360.21   4382.83   3402.58   2881.39   3571.00
200612   3360.50   4631.95   3491.09   2893.78   3634.24
200701   3422.31   4633.06   3450.88   2924.88   3775.43
200702   3525.99   4694.03   3552.60   3033.47   3839.44
200703   3471.72   4685.54   3487.57   2950.62   3750.29
200704   3518.81   4908.80   3552.13   2965.46   3769.02
200705   3643.11   5138.80   3730.65   3170.65   3908.17
200706   3760.44   5443.00   3927.41   3192.53   4046.67
200707   3588.86   5083.23   3869.60   2854.81   3590.39
200708   3444.22   5033.28   3828.03   2756.53   3418.09
200709   3509.59   5064.69   3905.87   2805.70   3458.87
200710   3570.95   5341.35   4060.08   2911.54   3559.59
200711   3670.11   5494.29   4239.99   2972.58   3576.29
200712   3599.95   5341.94   3965.76   2971.35   3376.39
200801   3528.13   5529.46   4035.40   2864.61   3252.62
200802   3436.16   5113.66   3596.57   2742.35   3200.79
200803   3344.97   5268.66   3488.82   2724.33   2963.95
200804   3404.58   5231.64   3526.64   2706.27   2915.85
200805   3521.00   5647.18   3773.20   2743.04   3033.92
200806   3594.57   5843.48   3994.52   2791.91   2976.39
200807   3096.39   5345.79   3379.04   2567.59   2407.78
200808   3163.52   4931.48   3361.03   2762.27   2505.97
200809   3294.42   4955.32   3499.48   2816.91   2517.35
200810   3132.03   4319.64   3089.35   2677.14   2373.69
200811   2603.50   3565.15   2554.67   2376.61   1915.85
200812   2428.88   3447.41   2344.13   2208.94   1680.65
200901   2501.47   3417.38   2410.60   2388.07   1681.68
200902   2343.21   3245.09   2298.13   2355.74   1391.45
200903   2223.70   2851.22   2180.94   1947.67   1196.63
200904   2417.38   3003.41   2424.13   2092.98   1361.40
200905   2643.66   3311.69   2718.24   2103.35   1586.76
200906   2708.69   3554.09   2826.60   2257.55   1712.06
200907   2674.27   3403.99   2903.44   2300.67   1775.38
200908   2894.92   3676.62   3138.22   2441.62   1948.38
200909   2973.85   3729.43   3199.32   2508.49   2112.71
200910   3067.25   3937.86   3399.03   2446.78   2190.32
200911   3084.82   3931.41   3334.09   2276.27   2087.32
200912   3245.80   4143.29   3521.86   2481.65   2218.30
201001   3330.82   4222.18   3754.72   2565.93   2245.32
201002   3274.64   4063.68   3496.09   2579.93   2218.78
201003   3412.34   4196.65   3655.92   2612.31   2307.16
201004   3616.14   4392.30   3953.08   2702.98   2514.15
201005   3685.99   4550.52   4057.50   2648.09   2572.87
201006   3474.37   4104.92   3756.96   2430.17   2359.64
201007   3164.08   3875.85   3447.90   2419.01   2306.72
201008   3377.91   4199.37   3760.78   2480.87   2465.67
201009   3271.52   4060.59   3568.52   2437.53   2294.36
201010   3587.83   4420.60   4022.25   2665.28   2494.49
201011   3720.31   4623.65   4284.84   2748.70   2560.38
201012   3829.67   4779.16   4281.82   2688.12   2593.15
201101   3992.21   5139.85   4567.38   2848.56   2846.03
201102   3949.43   5385.20   4743.60   2850.14   2908.22
201103   4084.59   5646.00   4926.31   2948.62   3009.32
201104   4178.24   5753.51   4929.89   2994.98   3002.12
201105   4392.43   5907.22   5102.28   3195.33   3048.18
201106   4458.35   5760.29   5077.18   3293.04   2988.37
201107   4263.38   5545.08   4669.22   3114.70   2955.13
201108   4211.35   5422.07   4614.30   3010.13   2848.30
201109   4086.04   5045.02   4314.09   2914.35   2623.13
201110   3876.88   4544.78   4125.50   2801.61   2341.77
201111   4279.02   5182.87   4596.16   2961.39   2675.78
201112   4308.73   5279.16   4539.62   3008.51   2632.98


  Sum of BE / Sum of ME
        Cnsmr  Manuf  HiTec  Hlth   Other
  1926   0.60   0.96   0.64   0.64   1.32
  1927   0.48   0.93   0.60   0.51   1.23
  1928   0.34   0.75   0.51   0.23   1.11
  1929   0.34   0.50   0.34   0.30   0.94
  1930   0.63   0.74   0.43   0.52   1.27
  1931   0.74   1.06   0.68   0.45   1.88
  1932   2.02   3.17   2.17   1.24   9.27
  1933   0.68   1.18   0.99   0.41   2.70
  1934   0.67   1.26   1.09   0.32   2.84
  1935   0.63   1.17   0.93   0.34   3.08
  1936   0.48   0.77   0.66   0.32   2.08
  1937   0.55   0.72   0.63   0.29   1.93
  1938   0.73   1.03   0.73   0.31   3.03
  1939   0.69   1.10   0.73   0.28   3.27
  1940   0.75   1.15   0.77   0.34   3.31
  1941   0.80   1.14   0.78   0.43   3.03
  1942   0.94   1.46   1.02   0.47   3.50
  1943   0.65   1.01   0.70   0.35   2.23
  1944   0.61   1.00   0.65   0.34   2.20
  1945   0.55   0.90   0.61   0.39   1.74
  1946   0.45   0.72   0.59   0.24   1.47
  1947   0.61   0.88   0.70   0.44   2.14
  1948   0.67   0.81   0.73   0.48   1.96
  1949   0.81   1.11   0.93   0.54   2.53
  1950   0.73   0.94   0.79   0.45   2.38
  1951   0.76   0.80   0.80   0.37   1.98
  1952   0.73   0.74   0.78   0.43   1.70
  1953   0.79   0.83   0.79   0.58   1.81
  1954   0.75   0.72   0.63   0.52   1.73
  1955   0.58   0.54   0.55   0.42   1.24
  1956   0.59   0.51   0.55   0.37   1.29
  1957   0.70   0.54   0.53   0.34   1.45
  1958   0.71   0.63   0.57   0.28   1.57
  1959   0.54   0.53   0.40   0.18   1.27
  1960   0.57   0.61   0.37   0.19   1.48
  1961   0.51   0.56   0.34   0.19   1.15
  1962   0.61   0.70   0.46   0.28   1.52
  1963   0.48   0.56   0.43   0.26   1.10
  1964   0.43   0.52   0.37   0.25   0.95
  1965   0.42   0.52   0.42   0.22   1.01
  1966   0.48   0.53   0.43   0.20   0.86
  1967   0.48   0.53   0.38   0.18   0.80
  1968   0.43   0.51   0.36   0.18   0.67
  1969   0.47   0.56   0.39   0.21   0.72
  1970   0.66   0.82   0.63   0.25   1.05
  1971   0.45   0.63   0.50   0.20   0.76
  1972   0.42   0.64   0.47   0.18   0.69
  1973   0.59   0.67   0.53   0.20   0.81
  1974   0.77   0.90   0.76   0.27   1.09
  1975   0.74   0.84   0.73   0.29   0.93
  1976   0.69   0.82   0.67   0.37   0.96
  1977   0.77   0.89   0.73   0.48   1.00
  1978   0.82   1.04   0.79   0.45   1.05
  1979   0.92   1.02   0.79   0.49   1.02
  1980   0.99   0.93   0.90   0.48   1.03
  1981   0.82   0.94   0.78   0.41   0.90
  1982   0.91   1.35   0.96   0.47   1.26
  1983   0.54   1.00   0.56   0.34   0.79
  1984   0.66   1.11   0.84   0.46   1.03
  1985   0.57   0.99   0.61   0.38   0.81
  1986   0.43   0.83   0.54   0.28   0.63
  1987   0.41   0.70   0.49   0.25   0.63
  1988   0.54   0.78   0.61   0.31   0.74
  1989   0.49   0.76   0.57   0.28   0.68
  1990   0.46   0.71   0.53   0.21   0.70
  1991   0.43   0.73   0.60   0.19   0.72
  1992   0.39   0.68   0.54   0.21   0.61
  1993   0.40   0.61   0.43   0.27   0.54
  1994   0.44   0.68   0.43   0.29   0.63
  1995   0.43   0.60   0.33   0.23   0.56
  1996   0.39   0.53   0.28   0.19   0.49
  1997   0.36   0.44   0.27   0.16   0.42
  1998   0.29   0.40   0.21   0.13   0.35
  1999   0.27   0.40   0.15   0.12   0.38
  2000   0.35   0.47   0.14   0.11   0.37
  2001   0.34   0.48   0.35   0.13   0.37
  2002   0.35   0.51   0.50   0.18   0.49
  2003   0.39   0.53   0.43   0.18   0.50
  2004   0.37   0.46   0.38   0.22   0.46
  2005   0.38   0.45   0.39   0.24   0.51
  2006   0.38   0.42   0.39   0.26   0.49
  2007   0.35   0.42   0.37   0.25   0.49
  2008   0.45   0.43   0.44   0.31   0.77
  2009   0.45   0.68   0.51   0.36   0.86
  2010   0.40   0.63   0.46   0.46   0.85
  2011   0.36   0.51   0.39   0.39   0.77


  Value-Weighted Average of BE/ME
        Cnsmr  Manuf  HiTec  Hlth   Other
  1926   0.59   0.94   0.69   0.69   1.30
  1927   0.51   0.96   0.69   0.57   1.43
  1928   0.38   0.81   0.57   0.34   1.15
  1929   0.31   0.58   0.44   0.29   1.01
  1930   0.56   0.69   0.45   0.48   1.16
  1931   0.79   0.97   0.72   0.51   1.76
  1932   1.09   2.09   1.29   0.62   3.89
  1933   1.54   2.41   1.45   0.66   6.08
  1934   0.73   1.25   1.10   0.39   3.09
  1935   0.63   1.24   1.11   0.35   2.81
  1936   0.51   0.85   0.71   0.33   2.39
  1937   0.48   0.69   0.56   0.25   1.82
  1938   0.84   1.12   0.76   0.36   2.86
  1939   0.63   0.86   0.69   0.28   2.18
  1940   0.62   0.91   0.67   0.28   2.46
