Id,price,experiences_offered,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
1537,89,none,within an hour,1,f,6,f,51.55301057,-0.108439587,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,65,1,0,3,1124,3,87,9,8,9,9,10,7,t,strict_14_with_grace_period,f,f,0.81
1538,118,none,within an hour,1,f,1,f,51.50797676,-0.058237249,Apartment,Entire home/apt,6,1,3,3,Real Bed,85,103,4,15,2,1125,20,92,10,10,10,10,10,10,f,moderate,f,f,2.33
1539,203,none,within an hour,1,f,5,f,51.50077564,-0.009884702,Serviced apartment,Entire home/apt,4,3,2,2,Real Bed,200,45,2,35,2,1125,7,100,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,0.31
1540,150,none,within an hour,1,t,4,t,51.48761577,-0.188466426,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,160,1,0,6,60,21,97,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1.17
1541,85,none,N/A,N/A,f,1,f,51.52063081,-0.053253599,Apartment,Private room,4,1,1,2,Real Bed,200,0,1,20,5,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1542,120,none,N/A,N/A,f,1,f,51.51255878,-0.071209075,Apartment,Entire home/apt,3,1,1,1,Real Bed,,20,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1543,40,none,within an hour,1,f,4,t,51.54929584,-0.090493924,Loft,Private room,1,1,1,0,Real Bed,75,0,1,0,1,14,42,94,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,0.94
1544,30,none,N/A,N/A,f,1,t,51.50468904,-0.057572446,Apartment,Private room,2,1,1,1,Real Bed,,5,1,0,1,7,1,100,10,10,10,10,8,8,f,moderate,f,f,0.04
1545,35,none,N/A,N/A,t,2,f,51.48209777,-0.032082323,Guest suite,Private room,2,1,1,1,Real Bed,0,0,1,0,1,1125,10,96,9,10,10,10,9,9,t,flexible,f,f,0.54
1546,55,none,within an hour,0.97,f,28,f,51.52971516,-0.117130287,Apartment,Private room,4,1.5,1,2,Real Bed,0,23,1,15,1,1125,4,90,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1.43
1547,150,none,within an hour,1,f,39,f,51.55592063,-0.117268279,House,Entire home/apt,7,2.5,3,4,Real Bed,450,110,1,0,3,1125,2,60,6,7,6,6,7,6,f,strict_14_with_grace_period,f,f,1.87
1548,50,none,within an hour,1,t,2,t,51.49631703,-0.070939123,Other,Private room,2,1,1,1,Real Bed,200,10,1,0,1,30,161,94,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,6.98
1549,85,none,within a few hours,1,t,1,t,51.54639967,-0.056955018,Apartment,Entire home/apt,2,1,1,2,Real Bed,,26,2,5,2,1125,15,100,10,9,10,10,10,10,f,moderate,f,f,0.3
1550,35,none,within an hour,1,f,3,t,51.52606816,0.015355052,House,Private room,1,2,4,1,Real Bed,,,1,0,1,360,11,96,10,9,10,10,9,9,t,flexible,f,f,0.45
1551,120,none,within a few hours,1,f,1,f,51.53843871,-0.027797255,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,68,1,0,2,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1552,350,none,within an hour,1,f,28,f,51.49316457,-0.186000119,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,60,1,0,2,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1553,386,none,within an hour,1,f,2,t,51.47639956,-0.181511212,Apartment,Entire home/apt,6,2.5,3,4,Real Bed,,,1,0,30,1125,0,,,,,,,,t,flexible,f,f,
1554,40,none,a few days or more,0.25,f,1,f,51.53041144,-0.060389937,Apartment,Shared room,1,1,1,1,Real Bed,,,1,0,2,18,0,,,,,,,,t,flexible,f,f,
1555,78,none,N/A,N/A,f,1,t,51.55256845,-0.113426306,Apartment,Entire home/apt,3,1,1,2,Real Bed,,30,1,0,1,1125,2,90,10,9,10,10,9,10,f,moderate,f,f,0.06
1556,70,none,N/A,N/A,f,1,f,51.4500025,-0.041598628,House,Private room,2,1.5,1,1,Real Bed,,,1,0,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,0.03
1557,40,none,N/A,N/A,f,1,f,51.48636731,-0.017269979,House,Private room,2,1.5,1,1,Real Bed,0,15,1,0,1,1125,0,,,,,,,,t,flexible,f,f,
1558,165,none,within an hour,1,f,38,t,51.49267479,-0.165646562,Serviced apartment,Entire home/apt,4,1,0,2,Real Bed,300,60,2,12,3,91,1,80,6,8,10,10,10,8,t,super_strict_30,f,f,0.12
1559,76,none,within a few hours,1,f,6,f,51.53079372,-0.072458925,Apartment,Entire home/apt,2,1.5,0,0,Real Bed,250,50,1,15,1,1125,12,97,10,10,9,10,10,9,t,flexible,f,f,1.07
1560,125,none,N/A,N/A,f,1,f,51.47001847,-0.120490259,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,25,1,0,2,1125,5,96,10,9,10,10,9,9,f,moderate,f,f,0.14
1561,36,none,within an hour,1,f,2,f,51.51222343,0.012543585,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1562,32,none,N/A,N/A,f,5,f,51.46983433,-0.10810819,Apartment,Private room,2,2.5,1,1,Real Bed,0,10,1,5,10,1100,5,100,10,10,10,10,10,10,f,moderate,f,f,0.34
1563,34,none,within an hour,1,f,11,f,51.52661134,-0.052720394,Apartment,Private room,2,1,1,1,Real Bed,,10,1,0,1,1125,34,85,10,9,10,9,9,9,t,flexible,f,f,6.34
1564,43,none,N/A,N/A,f,1,f,51.51775391,-0.064356581,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,1,60,8,4,6,10,6,6,f,flexible,f,f,0.02
1565,346,none,within a few hours,0.92,f,16,f,51.51951728,-0.133788795,Apartment,Entire home/apt,4,2,2,2,Real Bed,500,75,4,0,1,1125,2,60,7,9,7,9,6,8,t,strict_14_with_grace_period,f,f,0.24
1566,80,none,within a few hours,1,f,2,t,51.46749782,-0.159343721,Apartment,Private room,2,1,1,1,Real Bed,0,20,1,10,2,1125,4,95,10,10,10,10,10,10,f,flexible,f,f,0.79
1567,48,none,within an hour,1,f,3,t,51.53018466,-0.021323418,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,40,1,40,3,1125,4,95,10,10,10,10,10,10,f,moderate,f,f,0.52
1568,40,none,within a few hours,1,f,1,f,51.52888127,-0.060684935,House,Private room,2,1,1,1,Real Bed,0,10,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1569,180,none,within a day,0.67,f,1,f,51.45105431,-0.214185716,House,Entire home/apt,7,2,4,4,Real Bed,90,95,5,10,2,1125,0,,,,,,,,f,flexible,f,f,
1570,35,none,within a day,0.5,t,1,f,51.49938016,-0.230593062,Apartment,Private room,2,1,1,1,Real Bed,,10,1,25,1,2,54,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2.36
1571,140,none,N/A,N/A,f,1,f,51.4675824,-0.168377696,Apartment,Entire home/apt,6,1,3,3,Real Bed,500,,1,0,7,90,3,80,9,7,7,10,9,9,f,strict_14_with_grace_period,f,f,0.15
1572,45,none,N/A,N/A,f,1,f,51.55506643,-0.083495356,Apartment,Private room,2,1,1,0,Real Bed,0,10,1,15,5,30,0,,,,,,,,f,flexible,f,f,
1573,32,none,N/A,N/A,f,1,t,51.5183059,-0.055133921,House,Private room,4,1,1,2,Real Bed,200,20,2,20,1,2,1,,,,,,,,t,flexible,f,f,0.03
1574,191,none,within a few hours,0.67,f,1,t,51.48535561,-0.25551399,Townhouse,Entire home/apt,8,2,3,5,Real Bed,200,145,6,25,5,1125,16,89,9,9,9,10,9,9,t,strict_14_with_grace_period,f,f,0.47
1575,80,none,within an hour,1,f,1,t,51.56300893,-0.049968356,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,24,1,15,5,31,2,100,10,10,10,10,9,10,f,moderate,f,f,0.1
1576,42,none,within a day,0.75,f,1,f,51.51205405,-0.05693617,Apartment,Private room,3,1,1,2,Real Bed,0,8,2,8,1,1125,7,80,10,8,9,9,9,9,f,strict_14_with_grace_period,f,f,1.41
1577,50,none,within an hour,1,f,2,f,51.55898856,-0.073992256,House,Private room,2,1,1,1,Real Bed,,,1,0,3,1125,1,100,10,10,10,10,10,10,t,flexible,f,f,0.45
1578,44,none,within an hour,1,f,1,t,51.45370001,-0.136026257,Apartment,Private room,2,1,1,1,Real Bed,0,12,1,5,3,1125,3,93,9,9,10,10,9,9,t,flexible,f,f,0.95
1579,80,none,N/A,N/A,f,1,t,51.52888069,-0.2046255,Apartment,Entire home/apt,4,1,1,1,Real Bed,,15,1,0,3,1125,4,100,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,0.1
1580,120,none,N/A,N/A,f,1,f,51.469467,-0.177428934,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,300,60,2,0,3,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1581,37,none,within a day,1,f,1,t,51.5011877,-0.04664013,Townhouse,Private room,2,1,1,1,Real Bed,,20,1,10,5,18,8,100,10,10,10,10,10,10,f,flexible,f,f,0.25
1582,114,none,within an hour,0.94,f,1199,f,51.54763249,-0.141648385,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,63,2,5,2,1125,2,100,10,10,7,9,9,9,f,strict_14_with_grace_period,f,f,0.16
1583,70,none,N/A,N/A,f,1,f,51.46450246,-0.114942507,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,6,23,1,,,,,,,,f,flexible,f,f,0.03
1584,90,none,N/A,N/A,f,1,t,51.49944307,-0.076870113,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,,1,0,1,1125,3,100,10,10,10,10,10,10,f,flexible,f,f,0.09
1585,35,none,N/A,N/A,f,1,f,51.51354231,-0.267348328,House,Private room,2,2,1,1,Real Bed,,,1,25,1,1125,0,,,,,,,,f,flexible,f,f,
1586,120,none,within a day,1,f,1,f,51.4622532,-0.141020459,Apartment,Entire home/apt,2,1,2,1,Real Bed,,,1,0,2,7,0,,,,,,,,f,flexible,f,f,
1587,120,none,within an hour,1,f,6,f,51.53524064,-0.099450421,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,45,1,6,2,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1588,40,none,N/A,N/A,f,1,t,51.55391786,-0.044632982,House,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,1,40,10,2,10,10,10,6,f,flexible,f,f,0.24
1589,300,none,within an hour,0.99,f,30,t,51.51495222,-0.127036739,Serviced apartment,Entire home/apt,6,2,2,3,Real Bed,300,40,1,0,1,1125,8,90,10,9,9,10,10,9,t,strict_14_with_grace_period,f,f,5
1590,54,none,within an hour,1,f,4,f,51.49172411,-0.11425757,Apartment,Private room,2,1,1,2,Real Bed,0,4,1,0,2,1125,126,89,9,9,9,10,9,9,f,flexible,f,f,5.26
1591,140,none,within an hour,0.94,f,187,f,51.49150826,-0.163449439,Serviced apartment,Entire home/apt,4,1,1,1,Real Bed,0,40,2,10,2,1125,0,,,,,,,,t,moderate,f,f,
1592,40,social,within a few hours,1,t,2,f,51.46063821,-0.185891444,Townhouse,Private room,1,1.5,1,1,Real Bed,150,15,1,10,1,90,66,95,9,9,10,10,10,10,f,moderate,f,t,0.78
1593,35,none,N/A,N/A,f,1,t,51.53642979,-0.074683621,Apartment,Private room,1,1,1,1,Real Bed,,10,1,0,10,16,1,100,10,10,10,10,10,10,f,flexible,f,f,0.04
1594,60,none,within an hour,0.9,f,2,t,51.48160288,0.01117159,Apartment,Private room,4,1,2,2,Real Bed,80,60,4,50,3,30,6,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.12
1595,180,none,within an hour,0.98,f,9,f,51.49252976,-0.099933354,Apartment,Entire home/apt,6,2,2,3,Real Bed,150,90,1,0,2,1125,2,100,10,10,10,10,10,10,t,moderate,f,f,0.9
1596,34,none,within a day,0.5,f,31,t,51.52796616,-0.189891223,Apartment,Private room,1,1,1,1,Real Bed,200,30,1,0,90,1125,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.36
1597,150,none,within a few hours,0.67,f,1,f,51.50458957,-0.216844264,Townhouse,Entire home/apt,5,2,2,2,Real Bed,200,15,1,0,2,20,20,94,10,9,10,10,10,10,f,flexible,f,f,1.39
1598,125,none,within a few hours,1,f,2,f,51.49934241,-0.139592236,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,35,2,0,2,12,1,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1
1599,60,none,within an hour,1,f,5,t,51.54534097,-0.081854187,Townhouse,Private room,2,1,1,1,Real Bed,200,50,1,20,5,1125,13,95,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,0.62
1600,45,none,N/A,N/A,f,1,f,51.52495852,-0.07558475,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1601,28,none,N/A,N/A,f,1,f,51.50278383,-0.24536978,Townhouse,Private room,1,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
1602,43,none,within an hour,1,f,2,f,51.54077089,-0.067797299,Townhouse,Private room,1,1,1,1,Real Bed,175,15,1,15,2,91,17,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.84
1603,80,none,within an hour,1,f,1,t,51.55745444,-0.054248964,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,40,1,0,1,20,24,96,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,1.05
1604,50,none,N/A,N/A,f,1,f,51.55282098,-0.041284227,House,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,0.14
1605,141,none,within an hour,1,f,8,t,51.51148703,-0.132220796,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,15,2,15,3,31,53,93,9,9,10,9,10,9,f,strict_14_with_grace_period,f,f,1.68
1606,29,none,within an hour,1,t,2,t,51.56441536,-0.01080712,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,15,1,15,178,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,5.53
1607,100,none,within a few hours,1,f,2,t,51.5519184,-0.089011769,House,Entire home/apt,6,1.5,2,3,Real Bed,500,35,6,40,3,1125,3,90,7,10,9,9,10,8,f,strict_14_with_grace_period,f,f,1.1
1608,75,none,N/A,N/A,t,1,f,51.51591623,-0.251282789,Apartment,Private room,4,1,1,3,Real Bed,,,1,0,1,10,8,95,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.99
1609,115,none,within an hour,1,f,2,f,51.51487127,-0.06161732,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,65,1,0,2,1124,14,94,10,10,9,10,9,9,f,strict_14_with_grace_period,f,f,1.61
1610,120,none,N/A,N/A,f,1,f,51.55536151,-0.12573419,House,Entire home/apt,4,1.5,3,2,Real Bed,500,60,2,10,2,1125,15,94,10,9,10,10,9,9,f,strict_14_with_grace_period,f,f,0.39
1611,115,none,N/A,N/A,f,1,t,51.53293363,-0.187983781,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,25,1,10,2,10,6,100,10,10,10,10,10,10,f,moderate,f,f,0.7
1612,120,none,within an hour,1,f,2,t,51.52562382,-0.104471403,Apartment,Entire home/apt,4,1,1,2,Real Bed,85,65,2,15,1,1125,41,91,9,9,9,9,9,9,f,moderate,f,f,1.71
1613,182,none,within a day,1,f,4,t,51.51098182,-0.126518758,Apartment,Entire home/apt,6,1,2,3,Real Bed,450,85,4,25,1,365,0,,,,,,,,f,flexible,f,f,
1614,80,none,within an hour,1,f,39,f,51.49273002,-0.204223484,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,65,1,0,2,1124,20,92,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,1.72
1615,90,none,within a few hours,1,f,1,t,51.54917054,-0.100880236,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,2,14,0,,,,,,,,f,moderate,f,f,
1616,145,none,within an hour,1,f,4,f,51.51800556,-0.128501906,Apartment,Entire home/apt,4,1,2,2,Real Bed,,40,1,0,3,180,178,95,10,10,10,10,10,10,f,moderate,f,f,3.25
1617,109,none,within an hour,1,f,2,f,51.51181395,-0.063106854,Apartment,Entire home/apt,3,1,1,2,Real Bed,150,50,1,0,3,1124,10,90,10,10,10,10,9,9,t,strict_14_with_grace_period,f,f,1.13
1618,95,none,within an hour,1,t,5,t,51.45946336,-0.123561285,Loft,Entire home/apt,3,1,1,2,Real Bed,0,30,1,20,2,1125,86,99,10,10,10,10,9,9,t,moderate,f,f,3.24
1619,120,none,N/A,N/A,f,60,t,51.51821123,-0.124498717,Apartment,Entire home/apt,4,1,1,1,Real Bed,400,30,3,10,1,10,11,84,9,10,8,9,10,9,f,strict_14_with_grace_period,f,t,0.39
1620,55,none,N/A,N/A,f,1,f,51.48412277,-0.20373404,Bed and breakfast,Private room,2,1,1,1,Real Bed,,,1,0,2,30,120,91,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,1.98
1621,27,none,within a day,0.67,f,1,t,51.54996331,-0.249585746,House,Private room,2,1.5,1,0,Real Bed,,,1,0,1,1125,124,94,10,10,9,9,9,9,f,strict_14_with_grace_period,f,f,2.78
1622,80,none,within an hour,1,f,1,f,51.52766257,-0.053433954,Apartment,Entire home/apt,2,1,0,2,Real Bed,85,69,2,15,2,1125,8,85,9,10,10,10,9,8,f,strict_14_with_grace_period,f,f,0.39
1623,150,none,within an hour,0.75,f,4,t,51.49665113,-0.15683208,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,30,1125,1,100,10,8,10,10,10,10,f,flexible,f,f,0.19
1624,46,none,N/A,N/A,f,1,t,51.45277828,-0.197728142,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,moderate,f,f,
1625,120,none,within an hour,1,t,25,t,51.51371791,-0.177140132,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,150,45,2,25,2,45,24,97,10,10,10,10,10,9,f,moderate,f,f,1.38
1626,120,none,N/A,N/A,f,1,t,51.50171372,-0.113828546,Apartment,Entire home/apt,4,1,2,2,Real Bed,,,1,0,10,20,0,,,,,,,,f,flexible,f,f,
1627,30,none,within an hour,1,t,1,t,51.49509417,-0.006627808,Townhouse,Private room,1,1.5,1,1,Real Bed,,,1,0,5,22,7,97,10,9,10,10,9,9,t,strict_14_with_grace_period,f,f,0.71
1628,150,none,within an hour,1,f,54,t,51.51650888,-0.102887667,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,75,2,35,5,1125,1,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.25
1629,90,none,within an hour,1,f,4,f,51.46447211,-0.035475456,Other,Private room,3,1,1,0,Real Bed,,,1,0,1,1125,10,82,9,8,9,9,10,9,t,flexible,f,f,0.41
1630,65,none,N/A,N/A,f,1,f,51.52014873,-0.066255165,House,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1631,48,none,N/A,N/A,f,1,t,51.51306,0.010699966,Apartment,Private room,1,1,1,1,Real Bed,0,5,1,0,2,4,6,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.35
1632,40,none,N/A,N/A,f,1,t,51.49636854,-0.100030309,Apartment,Private room,2,1,1,1,Real Bed,100,0,1,30,1,1125,0,,,,,,,,f,flexible,f,f,
1633,60,none,a few days or more,0,f,2,f,51.54927417,-0.059403775,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,30,1,0,14,18,0,,,,,,,,f,flexible,f,f,
1634,85,none,within an hour,1,f,2,f,51.52098143,-0.157650743,Apartment,Entire home/apt,5,1,1,1,Real Bed,0,60,1,0,2,1125,2,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.54
1635,85,none,N/A,N/A,f,1,t,51.53707965,-0.113487826,Apartment,Entire home/apt,3,2,1,2,Real Bed,300,30,2,15,3,20,14,94,10,10,10,10,10,9,f,moderate,f,f,0.25
1636,70,none,within an hour,0.93,f,7,f,51.48959967,-0.133120341,House,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,t,flexible,f,f,
1637,26,none,N/A,N/A,f,1,t,51.51687014,-0.047317354,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,4,1125,1,100,10,10,10,10,10,10,t,flexible,f,f,0.06
1638,75,none,within an hour,0.9,f,2,f,51.546196,-0.117276136,Townhouse,Entire home/apt,4,1,1,1,Real Bed,0,85,1,20,1,1125,5,96,10,9,10,10,10,10,t,moderate,f,f,2.31
1639,100,none,N/A,N/A,f,1,t,51.5122551,-0.029654995,Apartment,Private room,6,3,3,3,Real Bed,500,50,1,0,2,1125,1,80,8,10,10,10,8,6,f,flexible,f,f,0.04
1640,28,none,within an hour,0.96,f,29,f,51.51872042,-0.075015222,Apartment,Private room,1,1,1,1,Real Bed,0,40,1,7,4,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1641,80,none,within an hour,1,t,1,f,51.4987874,-0.222846281,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,25,1,0,3,30,13,95,10,10,9,10,10,9,f,moderate,f,f,1.33
1642,140,none,within an hour,1,f,2,f,51.51555329,-0.058400039,Apartment,Entire home/apt,6,2,3,3,Real Bed,,,1,0,3,1125,22,88,9,9,10,10,8,9,t,strict_14_with_grace_period,f,f,2.45
1643,160,none,N/A,N/A,t,2,f,51.51172609,-0.133493968,Apartment,Entire home/apt,4,2,2,2,Real Bed,84,65,1,10,1,99,29,95,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.09
1644,45,none,within an hour,1,f,1,t,51.50081923,-0.059396296,Apartment,Private room,2,1,1,1,Real Bed,100,15,2,15,2,1125,77,94,9,9,10,10,9,9,t,strict_14_with_grace_period,f,f,1.38
1645,35,none,within a few hours,1,t,2,f,51.55205371,-0.034429383,House,Private room,1,1,1,1,Real Bed,,0,1,0,1,1125,1,80,10,10,10,10,10,10,f,flexible,f,f,1
1646,199,none,within an hour,1,f,63,t,51.52618365,-0.08047388,Apartment,Entire home/apt,7,2,2,3,Real Bed,250,40,6,20,2,1124,23,85,9,9,9,10,10,9,f,strict_14_with_grace_period,f,t,1.04
1647,300,none,within an hour,1,f,3,f,51.50751067,0.01586577,Apartment,Entire home/apt,4,2,2,2,Real Bed,,,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
1648,100,none,N/A,N/A,f,1,f,51.53699663,-0.004032634,Apartment,Entire home/apt,1,1,1,2,Real Bed,,,1,0,1,1125,2,,,,,,,,f,flexible,f,f,0.14
1649,65,none,within an hour,1,t,1,t,51.5565981,-0.056677159,Apartment,Entire home/apt,2,1,1,1,Real Bed,1500,40,2,20,3,7,4,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.35
1650,120,none,within a day,0.5,f,7,f,51.5333552,-0.13916633,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,25,2,10,1,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1651,75,none,a few days or more,0,f,1,t,51.48053522,-0.20678653,Apartment,Entire home/apt,2,1,1,2,Real Bed,900,75,2,60,7,120,15,86,9,9,10,9,8,9,f,strict_14_with_grace_period,f,f,0.33
1652,350,none,within a day,0.8,f,1,t,51.46329389,-0.257790278,House,Entire home/apt,10,3.5,5,6,Real Bed,1000,80,9,100,3,14,5,96,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,0.16
1653,40,none,N/A,N/A,f,2,f,51.53567921,-0.135543547,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,1,100,10,10,10,10,10,10,f,moderate,f,f,0.09
1654,258,none,within an hour,0.96,f,1277,f,51.54115245,-0.063877906,House,Entire home/apt,6,2,3,3,Real Bed,495,225,1,0,3,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1655,99,none,within a day,1,t,1,f,51.51335625,-0.070044381,Condominium,Entire home/apt,2,1,1,1,Real Bed,250,25,1,0,2,28,14,96,9,10,10,9,10,10,t,strict_14_with_grace_period,f,f,1.23
1656,25,none,N/A,N/A,f,1,f,51.54775076,-0.043121084,Apartment,Private room,2,0.5,1,1,Real Bed,100,0,1,5,2,1125,2,100,9,8,9,9,10,9,f,strict_14_with_grace_period,f,f,0.1
1657,46,none,N/A,N/A,f,1,t,51.53836785,-0.023548777,House,Private room,4,1,1,2,Real Bed,,10,2,15,1,1125,9,63,5,4,7,7,7,6,t,flexible,f,f,0.4
1658,35,none,within an hour,1,t,1,f,51.4674391,-0.137006617,Apartment,Private room,1,1,1,1,Real Bed,0,0,1,10,3,60,15,96,10,9,10,10,10,10,t,moderate,f,f,1.55
1659,184,none,within a few hours,1,t,6,f,51.51737049,-0.186946746,Townhouse,Entire home/apt,6,2,2,4,Real Bed,0,128,2,18,1,1125,4,95,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.31
1660,178,none,within an hour,0.97,t,89,f,51.51418996,-0.19091086,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,95,2,5,2,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1661,141,none,within an hour,0.96,f,1277,f,51.55164517,-0.113102373,Apartment,Entire home/apt,2,1,1,1,Real Bed,495,75,2,0,1,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1662,40,none,within a few hours,1,f,1,f,51.48020886,-0.208591227,Other,Private room,2,1,1,1,Real Bed,100,10,1,15,1,3,3,80,7,8,5,7,6,7,f,moderate,f,f,0.1
1663,170,none,within an hour,1,f,4,f,51.53690213,-0.099508434,Apartment,Entire home/apt,6,2,2,3,Real Bed,0,85,4,15,2,1125,24,89,9,9,10,9,10,8,f,strict_14_with_grace_period,f,f,2.23
1664,40,none,N/A,N/A,f,1,f,51.50502932,-0.228579747,Apartment,Private room,1,1,1,1,Real Bed,,4,1,0,5,1125,2,100,10,10,10,10,8,10,f,moderate,f,f,0.07
1665,50,none,within a few hours,1,f,1,t,51.55825869,-0.135144628,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1666,35,none,N/A,N/A,f,1,t,51.55915382,-0.078390951,House,Private room,1,1,1,1,Real Bed,,12,1,0,2,1125,3,100,9,9,9,9,9,9,t,flexible,f,f,0.13
1667,30,none,N/A,N/A,f,2,f,51.53382976,-0.053533089,House,Private room,1,1.5,1,1,Real Bed,,,1,0,1,3,4,85,9,9,10,10,10,10,t,flexible,f,f,0.17
1668,200,none,within a few hours,1,f,36,f,51.49295387,-0.189012345,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,30,2,15,4,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1669,40,none,N/A,N/A,f,1,t,51.45363859,-0.073685541,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
1670,75,none,within an hour,1,f,22,f,51.55316759,-0.227086662,Apartment,Entire home/apt,4,1,0,2,Real Bed,,,1,0,3,1125,1,80,10,10,10,8,10,10,t,flexible,f,f,0.75
1671,45,none,N/A,N/A,f,1,f,51.53913572,-0.221543077,House,Private room,2,2,1,1,Real Bed,,,1,0,1,14,0,,,,,,,,f,flexible,f,f,
