,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
46,2535,534201260,20,RL,78.0,9360,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0.0,216.0,976.0,GasA,TA,Y,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,Gd,4,Typ,1,Fa,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,94,0,0,0,0,0,,,,0,8,2006,WD ,Abnorml,157500
47,2895,916326010,20,RL,,16669,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1686.0,1686.0,GasA,TA,Y,SBrkr,1707,0,0,1707,0.0,0.0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1981.0,RFn,2.0,511.0,TA,TA,Y,574,64,0,0,0,0,,,,0,1,2006,WD ,Normal,228000
48,548,531452010,160,RL,75.0,10762,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,626.0,626.0,GasA,TA,Y,SBrkr,626,591,0,1217,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,RFn,1.0,288.0,TA,TA,Y,0,28,0,0,0,0,,,,0,4,2009,WD ,Normal,120000
49,1400,905352030,60,RL,83.0,10005,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392.0,Unf,0.0,768.0,1160.0,GasA,Ex,Y,SBrkr,1156,866,0,2022,0.0,0.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1977.0,Fin,2.0,505.0,TA,TA,Y,288,117,0,0,0,0,,,,0,3,2008,WD ,Normal,192000
50,1272,535453040,20,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,520.0,Rec,319.0,188.0,1027.0,GasA,TA,Y,SBrkr,1027,0,0,1027,0.0,1.0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,1.0,299.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD ,Normal,125900
51,2691,903451050,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,596.0,596.0,GasA,Po,Y,FuseF,834,596,0,1430,0.0,0.0,2,0,3,1,Fa,7,Typ,0,,Detchd,1924.0,Unf,2.0,370.0,Fa,Fa,Y,218,0,0,0,210,0,,,,0,10,2006,WD ,Abnorml,107000
52,2063,905107140,20,RL,71.0,8197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,1285,0,0,1285,0.0,0.0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2.0,528.0,TA,TA,Y,138,0,0,0,0,0,,MnPrv,,0,4,2007,WD ,Normal,143500
53,2455,528429060,60,RL,75.0,12447,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,SBrkr,1116,848,0,1964,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2005.0,Fin,2.0,760.0,TA,TA,Y,200,70,0,0,0,0,,,,0,1,2006,New,Partial,252000
54,277,908102170,20,RL,60.0,10044,Pave,,IR1,Low,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,TA,Y,SBrkr,1196,0,0,1196,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1968.0,RFn,1.0,336.0,TA,TA,Y,257,0,168,0,0,0,,MnPrv,,0,6,2010,WD ,Normal,144000
55,1268,535451050,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1951,1951,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,No,LwQ,432.0,Unf,0.0,444.0,876.0,GasA,TA,Y,SBrkr,876,0,0,876,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1972.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2008,WD ,Abnorml,94000
56,1110,528390020,20,RL,91.0,14303,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314.0,Unf,0.0,672.0,1986.0,GasA,Ex,Y,SBrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,691.0,TA,TA,Y,262,36,0,0,0,0,,,,0,8,2008,WD ,Normal,301500
57,1312,902301150,50,RM,69.0,9143,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,346.0,346.0,GasA,Ex,Y,SBrkr,709,308,0,1017,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1961.0,Unf,1.0,308.0,TA,TA,N,0,0,139,0,0,0,,,,0,5,2008,WD ,Normal,114000
58,2917,923228130,180,RM,21.0,1533,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,553.0,Unf,0.0,77.0,630.0,GasA,Ex,Y,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,Ex,3,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,8,2006,WD ,Abnorml,92000
59,2214,909275310,70,RL,86.0,22420,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370,1254,0,2624,1.0,0.0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0,0,0,0,0,0,,,,0,11,2007,WD ,Normal,239000
60,1836,533206060,120,FV,80.0,3523,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,0.0,1081.0,1141.0,GasA,Ex,Y,SBrkr,1151,0,0,1151,1.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,Fin,2.0,484.0,TA,TA,Y,0,60,0,0,0,0,,,,0,2,2007,New,Partial,166000
61,119,534251320,20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Rec,81.0,678.0,1328.0,GasA,TA,Y,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2.0,528.0,TA,TA,Y,0,26,0,0,0,0,,,,0,6,2010,WD ,Normal,143000
62,1903,534450110,20,RL,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,1946,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,CBlock,Fa,Fa,No,LwQ,299.0,Unf,0.0,367.0,666.0,GasA,Fa,N,SBrkr,666,0,0,666,0.0,1.0,1,0,2,1,Gd,4,Typ,0,,,,,0.0,0.0,,,N,0,52,0,0,0,0,,MnPrv,,0,4,2007,WD ,Normal,64500
63,218,905101310,90,RL,72.0,10778,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1768.0,1768.0,GasA,TA,N,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,TA,8,Typ,0,,,,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,4,2010,WD ,Normal,136500
64,1966,535453180,20,RL,70.0,7903,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,739.0,Unf,0.0,503.0,1242.0,GasA,Gd,Y,FuseA,1242,0,0,1242,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1960.0,RFn,1.0,324.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD ,Family,152000
65,1374,904100160,50,RL,115.0,21286,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,TA,Y,SBrkr,720,551,0,1271,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Attchd,1948.0,Unf,1.0,312.0,TA,TA,Y,0,0,108,0,0,0,,,,0,8,2008,WD ,Normal,135000
66,620,534476320,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504.0,Unf,0.0,546.0,1050.0,GasA,Gd,Y,SBrkr,1050,0,0,1050,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1.0,338.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD ,Normal,128900
67,362,527164090,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,702.0,702.0,GasA,Gd,Y,SBrkr,702,779,0,1481,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2.0,343.0,TA,TA,Y,0,36,0,0,0,0,,,,0,3,2009,WD ,Normal,174000
68,1095,528290010,60,RL,60.0,15384,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0.0,64.0,788.0,GasA,Ex,Y,SBrkr,788,702,0,1490,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,388.0,TA,TA,Y,100,75,0,0,0,0,,,,0,2,2008,WD ,Normal,184000
69,2424,528228415,120,RM,,3072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1375.0,1375.0,GasA,Ex,Y,SBrkr,1414,0,0,1414,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2.0,398.0,TA,TA,Y,144,20,0,0,0,0,,,,0,5,2006,WD ,Normal,178740
70,1754,528275035,60,RL,,8063,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,Ex,Y,SBrkr,948,742,0,1690,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,463.0,TA,TA,Y,100,48,0,0,0,0,,,,0,11,2007,WD ,Abnorml,181000
71,703,902110080,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,651.0,651.0,GasA,Gd,Y,SBrkr,707,682,0,1389,0.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1.0,240.0,TA,TA,P,0,0,126,0,0,0,,,,0,9,2009,WD ,Normal,135000
72,312,914476520,20,RL,129.0,9196,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1560.0,1560.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,0.0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,Fin,2.0,573.0,TA,TA,Y,100,150,0,0,0,0,,,,0,4,2010,WD ,Normal,201000
73,2539,534202180,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,TA,TA,PConc,TA,TA,Av,ALQ,602.0,Rec,402.0,137.0,1141.0,GasA,Gd,Y,SBrkr,1141,0,0,1141,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1967.0,Unf,1.0,568.0,TA,TA,Y,0,78,0,0,0,0,,,,0,7,2006,WD ,Normal,158000
74,2162,907410050,60,RL,79.0,9245,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,939.0,939.0,GasA,Ex,Y,SBrkr,939,858,0,1797,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,Attchd,2006.0,RFn,2.0,639.0,TA,TA,Y,144,53,0,0,0,0,,,,0,4,2007,WD ,Normal,213500
75,2145,907250050,20,RL,80.0,10386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464.0,Unf,0.0,536.0,2000.0,GasA,Ex,Y,SBrkr,2000,0,0,2000,1.0,0.0,2,0,3,1,Gd,8,Typ,0,,Attchd,2004.0,Fin,3.0,888.0,TA,TA,Y,168,0,0,0,0,0,,,,0,7,2007,WD ,Normal,305900
76,571,533213040,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,348.0,729.0,GasA,Gd,Y,SBrkr,742,729,0,1471,0.0,0.0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,24,0,0,0,0,,,,0,3,2009,WD ,Normal,172500
77,1780,528431030,20,RL,76.0,10612,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,248.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,28.0,Unf,0.0,1496.0,1524.0,GasA,Gd,Y,SBrkr,1534,0,0,1534,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,2.0,484.0,TA,TA,Y,168,46,0,0,0,0,,,,0,1,2007,WD ,Family,215000
78,1544,909451150,160,RM,24.0,1950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,23.0,716.0,GasA,TA,Y,SBrkr,716,840,0,1556,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2.0,452.0,TA,TA,Y,161,0,0,0,0,0,,GdPrv,,0,7,2008,COD,Normal,151000
79,1428,906420130,60,RL,59.0,11228,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080,1017,0,2097,0.0,1.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196,187,0,0,0,0,,,,0,12,2008,WD ,Normal,228000
80,118,534202160,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,Rec,698.0,Unf,0.0,534.0,1232.0,GasA,TA,Y,SBrkr,1232,0,0,1232,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1966.0,RFn,2.0,490.0,TA,TA,Y,0,224,0,0,0,0,,,,0,4,2010,WD ,Normal,142250
81,1514,909100170,30,RL,67.0,5604,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,396.0,864.0,GasA,TA,N,FuseA,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,,,,,0.0,0.0,,,Y,0,0,96,0,0,0,,,,0,4,2008,WD ,Normal,98000
82,668,535402090,20,RL,83.0,10143,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,TA,TA,No,Rec,384.0,Unf,0.0,996.0,1380.0,GasA,Fa,Y,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1963.0,Unf,1.0,364.0,TA,TA,Y,0,0,0,0,216,0,,GdWo,,0,6,2009,WD ,Normal,154000
83,2773,907135230,20,RL,43.0,13568,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,0.0,274.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,0,,Attchd,1996.0,Unf,2.0,576.0,TA,TA,Y,224,0,0,0,0,0,,,,0,7,2006,WD ,Normal,156000
84,2879,911175360,50,C (all),60.0,11040,Pave,,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,Unf,0.0,0.0,637.0,GasA,Gd,Y,SBrkr,897,439,0,1336,0.0,0.0,1,1,3,1,TA,7,Typ,0,,CarPort,1994.0,Unf,1.0,570.0,TA,TA,Y,0,47,120,0,0,0,,,,0,9,2006,COD,Normal,108000
85,1387,905200100,190,RL,60.0,12900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,2fmCon,1Story,4,1920,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,TA,Fa,No,BLQ,1300.0,Unf,0.0,0.0,1300.0,GasA,Fa,Y,SBrkr,1140,0,0,1140,1.0,0.0,1,0,3,1,TA,6,Typ,0,,CarPort,1920.0,Unf,2.0,400.0,TA,TA,Y,0,0,190,0,0,0,,,,0,1,2008,WD ,Alloca,95541
86,915,909252020,70,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350.0,BLQ,210.0,0.0,560.0,GasA,Ex,Y,SBrkr,575,560,0,1135,1.0,0.0,1,0,3,1,Gd,6,Typ,0,,Detchd,1971.0,RFn,2.0,576.0,TA,TA,Y,256,0,0,0,0,0,,MnPrv,,0,4,2009,WD ,Normal,155000
87,2710,905103140,80,RL,96.0,11777,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,551.0,285.0,1164.0,GasA,Ex,Y,SBrkr,1320,0,0,1320,1.0,0.0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,2.0,564.0,TA,TA,Y,160,68,240,0,0,0,,,,0,5,2006,WD ,Abnorml,164500
88,1743,528228275,120,RL,53.0,3922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1402,0,0,1402,0.0,2.0,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,120,16,0,0,0,0,,,,0,2,2007,New,Partial,194201
89,1099,528315060,75,RL,84.0,9660,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,5,1997,1997,Hip,CompShg,HdBoard,HdBoard,BrkFace,1290.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1173.0,1173.0,GasA,Ex,Y,SBrkr,1182,1017,0,2199,0.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1997.0,Fin,2.0,516.0,TA,TA,Y,0,131,0,0,0,0,,,,0,9,2008,WD ,Normal,284500
90,2477,531376050,60,RL,74.0,7632,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,Ex,Y,SBrkr,831,754,0,1585,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,2.0,449.0,TA,TA,Y,100,77,0,0,0,0,,,,0,3,2006,WD ,Normal,184900
91,196,903227020,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,264.0,Unf,0.0,308.0,572.0,GasA,Ex,Y,FuseA,848,348,0,1196,0.0,1.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2010,WD ,Normal,128000
92,653,535354070,20,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,390.0,Unf,0.0,810.0,1200.0,GasA,TA,Y,SBrkr,1200,0,0,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1950.0,Fin,1.0,246.0,TA,TA,Y,126,0,0,0,0,0,,GdWo,,0,8,2009,WD ,Normal,129900
93,34,527453130,160,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,514.0,Unf,0.0,341.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,173,0,0,0,0,0,,,,0,6,2010,WD ,Normal,149900
